Entity,Code,Year,GDP per capita,cons_pct_gdp,Gini coefficient,log_gdp_pc
Chad,TCD,2011,965.287,67.2487985579556,0.433202713727951,6.872425466448024
Chad,TCD,2018,898.8348,73.1226143289675,0.3749915361404419,6.801099257852695
Chad,TCD,2022,862.6021,66.5461677114895,0.3735768496990204,6.759953518711127
Chile,CHL,1987,4528.6333,73.7115839013663,0.5619359612464905,8.418175473177296
Chile,CHL,1990,5290.537,70.994896855554,0.5723575949668884,8.573675031987657
Chile,CHL,1992,6151.7656,73.8791402097734,0.5480666160583496,8.724494409029173
Chile,CHL,1994,6688.2974,74.0141269090201,0.5642126798629761,8.808114621479229
Chile,CHL,1996,7605.2896,72.1386436284215,0.5486896634101868,8.93659928417875
Chile,CHL,1998,8287.45,74.9303293963295,0.5551680326461792,9.022497601293415
Chile,CHL,2000,8465.354,74.7136597793766,0.5275869369506836,9.043737112948595
Chile,CHL,2003,9130.784,72.1723350951025,0.5147556066513062,9.119406840658081
Chile,CHL,2006,10611.614,63.7939662577589,0.4770688414573669,9.269704340679763
Chile,CHL,2009,11116.409,69.5347534491425,0.4740466773509979,9.316177583996241
Chile,CHL,2011,12252.844,70.4557855427305,0.4686815738677978,9.413513352292458
Chile,CHL,2013,13182.733,73.4714019766543,0.4682393968105316,9.486663146196273
Chile,CHL,2015,13433.92,75.3675135508294,0.453433483839035,9.505538130769626
Chile,CHL,2017,13473.346,76.7267353362824,0.4526998400688171,9.508468642417709
Chile,CHL,2020,12679.024,74.4638759760526,0.4700490832328796,9.447704253419918
Chile,CHL,2022,14283.149,78.1899421914575,0.4323556125164032,9.566835729790292
Chile,CHL,2024,14579.4,73.1735492087073,0.4302303493022918,9.587364852452497
China,CHN,1981,453.0727,66.4752158877182,0.2816409766674042,6.116052598257804
China,CHN,1984,604.354,65.8301793648182,0.2710230052471161,6.40416011896479
China,CHN,1987,797.3411,62.8479595936406,0.2938595712184906,6.681282567157647
China,CHN,1990,917.2707,63.7194863984431,0.3222661912441253,6.821402630437823
China,CHN,1993,1258.3495,58.4616844920533,0.3387779891490936,7.137556220614604
China,CHN,1996,1681.6274,60.2317388305872,0.3522765934467315,7.42751729399565
China,CHN,1999,2076.818,62.7441345868685,0.387032151222229,7.638592193652489
China,CHN,2002,2610.7295,61.2074747043878,0.4198572635650635,7.867384963179064
China,CHN,2005,3465.8174,54.7930439819386,0.4090076684951782,8.150703785679433
China,CHN,2008,4811.4746,50.2710921201365,0.4296503961086273,8.478758885763504
China,CHN,2010,5764.865,49.4408511513207,0.4374495446681976,8.65953701525638
China,CHN,2011,6275.9097,50.761073665201,0.4240922331809997,8.744473725604097
China,CHN,2012,6723.1943,51.6154938370143,0.4223716557025909,8.813318662839755
China,CHN,2013,7198.069,52.0752230890083,0.3973639905452728,8.88156807458914
China,CHN,2014,7686.578,52.8645226949346,0.3917765319347381,8.947230969962652
China,CHN,2015,8175.333,54.3183705889512,0.3859530389308929,9.008876728880804
China,CHN,2016,8679.377,55.5628204673453,0.3848051726818084,9.068705030884956
China,CHN,2017,9221.514,55.4565238453596,0.3907577693462372,9.129294511312892
China,CHN,2018,9798.653,55.7800284420008,0.3849764168262481,9.190000206232094
China,CHN,2019,10356.48,56.5030117140106,0.3816834390163421,9.245367689739366
China,CHN,2020,10573.642,55.7722939630152,0.3709083199501037,9.266119579592779
China,CHN,2021,11469.57,54.7251757718157,0.3574375212192535,9.347452720318676
China,CHN,2022,11830.599,54.4398618055615,0.360195130109787,9.378444589671979
Colombia,COL,1992,3787.5942,80.0199804926924,0.5134726166725159,8.239486320795468
Colombia,COL,1996,4198.6914,83.4942451245509,0.5677192807197571,8.342528184294427
Colombia,COL,1999,3967.1133,86.5759876430578,0.5852622985839844,8.285793980731642
Colombia,COL,2000,4016.8096,85.9411790093559,0.5837996006011963,8.298243234679799
Colombia,COL,2001,4020.5078,87.0945889103878,0.5731984376907349,8.299163492043528
Colombia,COL,2002,4058.285,86.0999580145359,0.5600672960281372,8.308515749560836
Colombia,COL,2003,4154.1753,84.6837650773835,0.5357276797294617,8.331869203834529
Colombia,COL,2004,4311.916,82.8809274699281,0.5497446656227112,8.369137631879605
Colombia,COL,2005,4457.2754,81.8243687085377,0.5390760898590088,8.402292961479606
Colombia,COL,2008,5048.572,79.2275376977216,0.5495076775550842,8.52686071000456
Colombia,COL,2009,5046.971,80.3195540438699,0.5408360958099365,8.52654354033604
Colombia,COL,2010,5214.2456,79.6941513803625,0.544486939907074,8.559149697334993
Colombia,COL,2011,5517.101,77.9218219678429,0.533068835735321,8.615607820155793
Colombia,COL,2012,5675.7563,79.1080963890852,0.5357121229171753,8.643959102192584
Colombia,COL,2013,5910.806,79.6312245043713,0.5353052020072937,8.684537480119983
Colombia,COL,2014,6121.84,80.2146537633225,0.5355020761489868,8.719617983913908
Colombia,COL,2015,6248.515,83.2866488047601,0.5201959609985352,8.740099114499095
Colombia,COL,2016,6316.071,83.6009548705576,0.5172199010848999,8.750852616604307
Colombia,COL,2017,6309.6772,83.3929586048882,0.5092157125473022,8.74983979733288
Colombia,COL,2018,6353.5464,83.5398378806853,0.5163972973823547,8.756768424179226
Colombia,COL,2019,6439.9634,84.4418471267881,0.5250016450881958,8.770278135852436
Colombia,COL,2020,5891.955,87.8828729126835,0.5443286895751953,8.681343140078813
Colombia,COL,2021,6457.1694,88.7481825941571,0.5511702299118042,8.77294632737603
Colombia,COL,2022,6856.726,87.7186745239379,0.5481858253479004,8.83298534732016
Colombia,COL,2023,6828.5977,88.2850907695628,0.5457971096038818,8.828874616697169
Colombia,COL,2024,6863.5957,88.0048428108227,0.5437782406806946,8.833986737917884
Comoros,COM,2004,1231.1475,100.042292911902,0.5592429041862488,7.115701940289966
Comoros,COM,2014,1342.328,104.679908130595,0.4533218741416931,7.202160698994423
Comoros,COM,2020,1359.7063,110.584667861708,0.3418397307395935,7.215023999525916
Comoros,COM,2024,1401.889,112.810971716046,0.3031269013881683,7.245575891849662
Costa Rica,CRI,1981,5908.2173,75.8811748316527,0.4749476313591003,8.684099423611304
Costa Rica,CRI,1986,5641.944,73.9444876354179,0.344132512807846,8.637983965954371
Costa Rica,CRI,1989,5979.074,77.2946535506152,0.4546493887901306,8.696020985455927
Costa Rica,CRI,1990,6037.0513,79.5817865960636,0.4521392583847046,8.705670976358467
Costa Rica,CRI,1991,6018.6826,86.2255944219346,0.4655316472053528,8.702623677145208
Costa Rica,CRI,1992,6408.205,85.0992108982761,0.456392228603363,8.76533447949741
Costa Rica,CRI,1993,6693.4907,86.249088211553,0.4592636227607727,8.808890795817353
Costa Rica,CRI,1994,6826.3228,85.4572347505436,0.4670184552669525,8.828541418122919
Costa Rica,CRI,1995,6940.837,83.9741059182607,0.4565892517566681,8.845177651415948
Costa Rica,CRI,1996,6871.6094,86.2826980077594,0.4647768139839172,8.835153622700595
Costa Rica,CRI,1997,7085.9883,84.340643394719,0.4557816684246063,8.865874634280955
Costa Rica,CRI,1998,7430.1724,81.4505596882682,0.4563739895820617,8.913304340672763
Costa Rica,CRI,1999,7584.4214,81.3430841717431,0.4763061702251434,8.933851606737209
Costa Rica,CRI,2000,7726.52,79.9775888464091,0.4740948379039764,8.952413846164543
Costa Rica,CRI,2001,7854.234,79.7201245928157,0.5150595903396606,8.968808028429807
Costa Rica,CRI,2002,7989.559,82.078554546416,0.5181252956390381,8.985890843244585
Costa Rica,CRI,2003,8207.457,83.0192306598243,0.4930032193660736,9.012798410251454
Costa Rica,CRI,2004,8445.529,81.9111996582547,0.4841752052307129,9.041392467895808
Costa Rica,CRI,2005,8655.34,83.3294734409655,0.4751025736331939,9.065931750489796
Costa Rica,CRI,2006,9160.294,82.1008428834586,0.4928048253059387,9.122633553222977
Costa Rica,CRI,2007,9779.512,82.0055525607321,0.4931281208992004,9.188044864033417
Costa Rica,CRI,2008,10104.909,84.1778513175338,0.4864077270030975,9.220776624354322
Costa Rica,CRI,2009,9883.676,82.041794076452,0.505546510219574,9.198639786320307
Costa Rica,CRI,2010,10285.086,82.0193484695307,0.480430394411087,9.238450163743883
Costa Rica,CRI,2011,10612.47,83.6460251557973,0.4875920116901397,9.269785003760484
Costa Rica,CRI,2012,11001.52,83.891709115314,0.4841729998588562,9.305788724052462
Costa Rica,CRI,2013,11151.144,83.2926517030459,0.4915180802345276,9.319297372522014
Costa Rica,CRI,2014,11422.674,83.2422581968411,0.4863209128379822,9.343355606413985
Costa Rica,CRI,2015,11714.711,81.9085197678057,0.4837394952774048,9.36860068141012
Costa Rica,CRI,2016,12084.436,80.7693445980676,0.4870411157608032,9.399673622623625
Costa Rica,CRI,2017,12468.565,81.4817132052021,0.4834520220756531,9.430965955869471
Costa Rica,CRI,2018,12679.525,81.0984598983196,0.4796996116638183,9.447743766721729
Costa Rica,CRI,2019,12877.65,81.0458016995542,0.4818985164165497,9.463248529595546
Costa Rica,CRI,2020,12242.21,80.1638362660331,0.4924504458904266,9.41264509532368
Costa Rica,CRI,2021,13146.692,79.8471433634989,0.4867802858352661,9.483925447024292
Costa Rica,CRI,2022,13686.161,79.719806657038,0.4715129733085632,9.524140455289515
Costa Rica,CRI,2023,14318.839,79.3841412868851,0.4672932922840118,9.569331361808853
Costa Rica,CRI,2024,14866.582,78.5984011572055,0.4582914113998413,9.606871154256565
Cote d'Ivoire,CIV,1985,2138.06,72.6713040528005,0.4552132785320282,7.667654154802066
Cote d'Ivoire,CIV,1986,2123.0747,78.6221292628957,0.3796976208686828,7.660620647141707
Cote d'Ivoire,CIV,1987,2035.6208,83.873025386975,0.4050911664962768,7.618556112779982
Cote d'Ivoire,CIV,1988,1981.3888,84.7516617859012,0.3688628673553467,7.591553291954063
Cote d'Ivoire,CIV,1992,1719.7126,90.8200939692202,0.3938218653202057,7.449912462822648
Cote d'Ivoire,CIV,1995,1647.0878,77.0853047302375,0.4056382179260254,7.406764037803515
Cote d'Ivoire,CIV,1998,1808.4229,79.01278596641,0.3895741701126098,7.5002104184679
Cote d'Ivoire,CIV,2008,1454.6273,81.7332624669257,0.4317984580993652,7.2825049955905214
Cote d'Ivoire,CIV,2015,1814.7185,74.61687276112,0.414688378572464,7.503685638251525
Cote d'Ivoire,CIV,2018,2013.3231,78.3963183775059,0.3716887533664703,7.607541919466376
Cote d'Ivoire,CIV,2021,2146.4763,76.9461800334775,0.3527536392211914,7.671582846373751
Croatia,HRV,2009,12099.552,81.1246281018891,0.3255360126495361,9.40092370610601
Croatia,HRV,2010,11965.005,81.2728673043391,0.323729932308197,9.389741418227885
Croatia,HRV,2011,11993.071,82.6798961411566,0.3225421607494354,9.392084345334267
Croatia,HRV,2012,11780.475,83.5756381058036,0.3247163891792297,9.37419877897329
Croatia,HRV,2013,11838.215,83.2554923117305,0.3199221491813659,9.37908813693741
Croatia,HRV,2014,11862.761,82.3237140114448,0.3210290968418121,9.381159444783622
Croatia,HRV,2015,12283.784,80.3111984495486,0.3111312985420227,9.416035297557206
Croatia,HRV,2016,12848.42,79.0019243778384,0.3089787364006042,9.460976125565066
Croatia,HRV,2017,13485.301,78.572552570685,0.3035227358341217,9.509355556422234
Croatia,HRV,2018,14060.987,78.3728756963361,0.2972862422466278,9.551159362047326
Croatia,HRV,2019,14641.664,78.4444956738637,0.2890828251838684,9.591626442258544
Croatia,HRV,2020,13545.488,83.4430498150019,0.2954330444335937,9.513808781924833
Croatia,HRV,2021,15395.129,80.9617577519056,0.2889594733715057,9.641806439667437
Croatia,HRV,2022,16618.111,80.158827210785,0.3001732230186462,9.71824840370677
Croatia,HRV,2023,17225.154,77.4770464266505,0.3010595738887787,9.754126036335363
Cyprus,CYP,2004,24799.648,78.2591142992634,0.3008905351161957,10.118584738503957
Cyprus,CYP,2005,25631.367,78.3234283300164,0.3025941252708435,10.151572153870259
Cyprus,CYP,2006,26395.504,78.6211281467436,0.3112596273422241,10.180948971600897
Cyprus,CYP,2007,27156.818,80.6861493487271,0.3111327290534973,10.209383417224464
Cyprus,CYP,2008,27449.227,84.1176009519431,0.3170860707759857,10.22009328624973
Cyprus,CYP,2009,26183.686,82.8148193047654,0.3210826218128204,10.172891824052893
Cyprus,CYP,2010,26090.049,84.5459258346138,0.3145778775215149,10.169309256243231
Cyprus,CYP,2011,25538.781,85.1608232338319,0.3262549936771393,10.147953399394996
Cyprus,CYP,2012,24285.496,85.9697214292705,0.3431243300437927,10.097634578701397
Cyprus,CYP,2013,22711.719,85.7679558917551,0.3704183399677276,10.030636325762075
Cyprus,CYP,2014,22373.578,85.7532137731493,0.3556528389453888,10.015635988050848
Cyprus,CYP,2015,23088.441,83.9191406805325,0.3396637737751007,10.047087381662834
Cyprus,CYP,2016,24477.986,80.9998529490345,0.3289168179035187,10.105529461999968
Cyprus,CYP,2017,25666.004,79.9579341568089,0.3141623437404632,10.152922593652598
Cyprus,CYP,2018,26962.406,79.6581799909785,0.3273975253105163,10.202198804367736
Cyprus,CYP,2019,28167.16,79.4976884176962,0.3122324049472809,10.245912039316673
Cyprus,CYP,2020,26895.684,80.7294549058137,0.3172794282436371,10.199721106620425
Cyprus,CYP,2021,29517.072,75.6663882516306,0.3125177025794983,10.292724086803183
Cyprus,CYP,2022,31370.55,75.8262993862893,0.3153407573699951,10.353624833705558
Cyprus,CYP,2023,31884.844,76.4882716581243,0.3183839917182922,10.369886066154685
Czechia,CZE,1992,10479.492,72.1221954179097,0.2070418894290924,9.257175483417724
Czechia,CZE,1993,10475.085,71.1318698584591,0.265534907579422,9.256754859315889
Czechia,CZE,1996,11944.717,68.9694309762919,0.2580008208751678,9.388044367557946
Czechia,CZE,2002,13179.988,70.8381617665003,0.2655617594718933,9.486454897585674
Czechia,CZE,2004,14259.634,69.5507479976695,0.2753317952156067,9.565188027439746
Czechia,CZE,2005,15147.722,68.3879515632236,0.2694601714611053,9.625605436595556
Czechia,CZE,2006,16107.305,67.1973558828095,0.2674411833286285,9.687028174777792
Czechia,CZE,2007,16892.543,65.4684440738272,0.2599864900112152,9.734627560931452
Czechia,CZE,2008,17190.646,66.8369591169329,0.2628021240234375,9.75212067765915
Czechia,CZE,2009,16272.809,69.6997976177954,0.2615667581558227,9.697250834358279
Czechia,CZE,2010,16665.932,70.2419964333818,0.2662351429462433,9.721121914770622
Czechia,CZE,2011,16926.285,69.6442432951478,0.2638127505779266,9.736623018089002
Czechia,CZE,2012,16772.354,69.6017323291212,0.2610993981361389,9.727487214674161
Czechia,CZE,2013,16759.781,69.9645791291987,0.2647390365600586,9.726737307124926
Czechia,CZE,2014,17118.043,68.3636170106334,0.259232223033905,9.747888332414098
Czechia,CZE,2015,17931.6,67.0246417902009,0.2586742639541626,9.794319798535348
Czechia,CZE,2016,18359.098,67.2553339541568,0.2540633380413055,9.81788053442733
Czechia,CZE,2017,19257.693,67.2922285138813,0.2485221028327942,9.865665896246224
Czechia,CZE,2018,19736.629,68.2795470155538,0.2499034106731414,9.890231528394482
Czechia,CZE,2019,20360.06,67.7330570607022,0.252621978521347,9.92133041761493
Czechia,CZE,2020,19233.146,68.5282786560376,0.2624513208866119,9.864390423745984
Czechia,CZE,2021,20373.879,68.1494921727302,0.2620210349559784,9.922008918190588
Czechia,CZE,2022,20627.35,68.1593367936326,0.2587038874626159,9.934373144106221
Czechia,CZE,2023,20272.588,66.8674633518089,0.2571399807929992,9.91702490766513
Denmark,DNK,1987,38396.566,75.9137910676729,0.2623308002948761,10.555723307493645
Denmark,DNK,1992,40447.234,74.1721184142474,0.2469243854284286,10.607753539431636
Denmark,DNK,1995,43328.53,74.6420135251119,0.2295748591423034,10.676566588471875
Denmark,DNK,2000,49266.99,70.9903127618692,0.2376739382743835,10.805009561729461
Denmark,DNK,2003,49708.09,72.3290153545896,0.2563104033470154,10.813922975497997
Denmark,DNK,2004,50956.305,72.718546991823,0.2491179555654525,10.83872377976793
Denmark,DNK,2005,52015.184,72.4772620841594,0.2518638670444488,10.859290954939862
Denmark,DNK,2006,53823.16,71.7983800541412,0.2591307759284973,10.893459136789911
Denmark,DNK,2007,54113.977,72.0213295861922,0.2618425786495209,10.89884778636503
Denmark,DNK,2008,53572.535,72.4927500227292,0.2524627149105072,10.88879180901729
Denmark,DNK,2009,50635.91,76.3644288747182,0.2670119404792785,10.83241628736356
Denmark,DNK,2010,51209.45,75.3840136460971,0.2719855904579162,10.843679364309095
Denmark,DNK,2011,51667.53,74.8581848047536,0.2731174528598785,10.852584816771088
Denmark,DNK,2012,51470.69,74.9736237530173,0.2779074907302856,10.848767798424438
Denmark,DNK,2013,51970.39,74.4184802916766,0.2854254841804504,10.858429412303751
Denmark,DNK,2014,52368.363,73.3958505973226,0.2835288047790527,10.866057928430962
Denmark,DNK,2015,53094.01,72.9581793677318,0.2817724347114563,10.879819394840586
Denmark,DNK,2016,54300.203,72.2841603541908,0.281874418258667,10.90228324440491
Denmark,DNK,2017,55601.016,71.5669372907968,0.2874666154384613,10.925956753453013
Denmark,DNK,2018,56355.074,72.3149328564898,0.2816572785377502,10.939427559779745
Denmark,DNK,2019,57114.62,72.1042522380216,0.2772331535816192,10.952815404902458
Denmark,DNK,2020,55934.555,71.5969197360104,0.2750393748283386,10.931937625586562
Denmark,DNK,2021,59312.816,69.9480581361264,0.2832349240779876,10.990580683051475
Denmark,DNK,2022,59108.746,65.7081974440898,0.2925940155982971,10.987134178908894
Denmark,DNK,2023,59026.984,67.3520002765808,0.2992484867572784,10.985749974264714
Djibouti,DJI,2013,2140.1377,77.9842571695932,0.4411860406398773,7.668625451740188
Djibouti,DJI,2017,2596.4514,84.1384355344955,0.4158601462841034,7.861900945604866
Dominican Republic,DOM,1986,2717.5752,83.9751031061769,0.4778079390525818,7.9074952911055885
Dominican Republic,DOM,1989,2995.0818,82.3655993277192,0.504481315612793,8.004726822363557
Dominican Republic,DOM,1992,2989.6062,88.0660331227976,0.5105342268943787,8.002896952025157
Dominican Republic,DOM,1996,3419.506,82.8148038815913,0.4742047786712646,8.137251375179103
Dominican Republic,DOM,1997,3659.5083,81.6872568246378,0.4890393018722534,8.205084073108118
Dominican Republic,DOM,2000,4123.106,80.4120806122042,0.5151459574699402,8.324362041811296
Dominican Republic,DOM,2001,4158.9844,79.9586835566387,0.4999899864196777,8.333026188834218
Dominican Republic,DOM,2002,4280.802,80.3185069131546,0.4967226088047027,8.361895654199378
Dominican Republic,DOM,2003,4162.667,80.7343441251371,0.5212064981460571,8.333911253604029
Dominican Republic,DOM,2004,4212.0103,78.4291210040029,0.5205090045928955,8.345695318644989
Dominican Republic,DOM,2005,4549.2495,80.218211286963,0.4996522665023803,8.42271755328512
Dominican Republic,DOM,2006,4904.7173,80.3897785964503,0.5196129679679871,8.497952735272241
Dominican Republic,DOM,2007,5204.785,80.0717956706472,0.4885563850402832,8.557333673759816
Dominican Republic,DOM,2008,5308.927,83.633591248698,0.4810760617256164,8.577145022253687
Dominican Republic,DOM,2009,5294.6494,85.0923618288047,0.4887566566467285,8.574452042434427
Dominican Republic,DOM,2010,5666.4565,84.4357373498166,0.4732594490051269,8.642319245447164
Dominican Republic,DOM,2011,5773.574,85.8120137213416,0.4770690500736236,8.661046578491723
Dominican Republic,DOM,2012,5860.299,85.2204511582385,0.4613354206085205,8.67595590516017
Dominican Republic,DOM,2013,6075.034,83.9403691137001,0.4765639305114746,8.711942864900907
Dominican Republic,DOM,2014,6430.2783,82.4516911606665,0.4427946805953979,8.76877309778805
Dominican Republic,DOM,2015,6800.953,81.6227636961735,0.4518102407455444,8.82481802840334
Dominican Republic,DOM,2016,7177.754,81.170057776753,0.4572271406650543,8.878741799735488
Dominican Republic,DOM,2017,7379.4,81.2191109946985,0.4219327867031097,8.90644761347642
Dominican Republic,DOM,2018,7818.706,79.1467008480865,0.4368615746498108,8.964274346701385
Dominican Republic,DOM,2019,8117.0464,79.0274546476456,0.4191723763942718,9.00172162314252
Dominican Republic,DOM,2020,7395.8735,82.2592309482091,0.3962867259979248,8.90867748852083
Dominican Republic,DOM,2021,8344.905,78.6184595889357,0.3852935433387756,9.029406451968823
Dominican Republic,DOM,2022,8698.136,79.6552673581599,0.3697940111160278,9.070864028813686
Dominican Republic,DOM,2023,8809.963,79.3824172608431,0.3839756548404693,9.08363851914842
Dominican Republic,DOM,2024,9168.454,79.2496127063438,0.3897125720977783,9.12352395779825
Ecuador,ECU,1994,4087.3406,81.9318396150664,0.5333368182182312,8.315649817503212
Ecuador,ECU,1999,3979.1929,76.8177047126498,0.5857383012771606,8.288834288769301
Ecuador,ECU,2000,3953.3987,73.1352311675214,0.5630455017089844,8.282330918316896
Ecuador,ECU,2003,4220.213,82.9009189926966,0.5351476073265076,8.34764087968994
Ecuador,ECU,2004,4430.2373,81.6248508628241,0.5389178395271301,8.396208428195965
Ecuador,ECU,2005,4589.3286,79.2393571127119,0.5305740237236023,8.431489017845628
Ecuador,ECU,2006,4706.9805,76.3208589079779,0.5225061774253845,8.456801898626468
Ecuador,ECU,2007,4715.3037,75.5681594664658,0.5335530638694763,8.45856860444604
Ecuador,ECU,2008,4939.9023,72.4717538293368,0.4978812932968139,8.505100832658458
Ecuador,ECU,2009,4909.337,77.5548549164957,0.4849892854690552,8.498894181121223
Ecuador,ECU,2010,5022.2036,77.3159772130049,0.4880008399486542,8.521624080512627
Ecuador,ECU,2011,5359.457,74.2768524624567,0.4587163627147674,8.586617942962903
Ecuador,ECU,2012,5579.8564,74.3268060900816,0.4610954225063324,8.626918320277186
Ecuador,ECU,2013,5893.322,73.7994175312679,0.4686249792575836,8.681575124444752
Ecuador,ECU,2014,6055.0415,74.0104134245718,0.4499267935752868,8.708646509803508
Ecuador,ECU,2015,5976.1597,79.6326324207749,0.4595100879669189,8.695533450016496
Ecuador,ECU,2016,5849.1357,79.2098576049355,0.4501645565032959,8.674049185721
Ecuador,ECU,2017,6104.2725,78.1661607133917,0.446701169013977,8.716744214824972
Ecuador,ECU,2018,6063.0957,78.3811680129658,0.4543803036212921,8.709975790212376
Ecuador,ECU,2019,5971.389,78.936349113158,0.4571003913879394,8.694734842641319
Ecuador,ECU,2020,5355.6895,79.8372736344815,0.4730967283248901,8.585914732763163
Ecuador,ECU,2021,5815.0947,78.3817137662525,0.457976222038269,8.668212350288774
Ecuador,ECU,2022,6107.495,77.6243962305982,0.4546512067317962,8.717271984465985
Ecuador,ECU,2023,6174.8184,79.2153011195311,0.4457955360412597,8.728234752156846
Ecuador,ECU,2024,5999.394,78.1635307612071,0.4519547522068023,8.699413743109348
El Salvador,SLV,1989,2282.537,95.1251645818997,0.4870940446853637,7.733042822633466
El Salvador,SLV,1991,2341.9338,97.846398970486,0.537876546382904,7.758732277319218
El Salvador,SLV,1995,2773.3252,95.3075299000596,0.4984672665596008,7.927802312450536
El Salvador,SLV,1996,2775.0464,97.6449177963641,0.5095692276954651,7.928422746761466
El Salvador,SLV,1998,2900.3206,93.4480622844802,0.5437270998954773,7.972576561588312
El Salvador,SLV,1999,2946.433,94.8962021843468,0.5207594633102417,7.9883505651767415
El Salvador,SLV,2000,2964.8936,97.3864879968674,0.5146269202232361,7.994596425459095
El Salvador,SLV,2001,2978.5974,98.1580844199767,0.5134467482566833,7.999207797558081
El Salvador,SLV,2002,3016.063,97.8282409417047,0.5185033082962036,8.011707617503848
El Salvador,SLV,2003,3057.1648,97.9609128802785,0.5043386816978455,8.025243229498964
El Salvador,SLV,2004,3081.2363,99.8291021991421,0.4779824614524841,8.033086191533652
El Salvador,SLV,2005,3163.361,100.578037828276,0.4847131073474884,8.05939034894609
El Salvador,SLV,2006,3302.3481,101.500760317727,0.4568896293640136,8.10238903988067
El Salvador,SLV,2007,3359.1624,105.68695166576,0.4521746933460235,8.119446936166115
El Salvador,SLV,2008,3420.4492,107.012107151375,0.4688558876514435,8.137527166460888
El Salvador,SLV,2009,3337.8115,104.114166764196,0.4582484066486358,8.113070631686554
El Salvador,SLV,2010,3398.4934,102.972313409859,0.4351325929164886,8.131087494751558
El Salvador,SLV,2011,3514.069,103.5231598844,0.4231797754764557,8.164529904297007
El Salvador,SLV,2012,3601.4421,102.796950362735,0.4182883203029632,8.189089627565451
El Salvador,SLV,2013,3665.1548,103.982045349544,0.4335865080356598,8.206625850809406
El Salvador,SLV,2014,3713.95,102.601459625281,0.4155943989753723,8.219851279247985
El Salvador,SLV,2015,3790.3408,101.570979732267,0.4055181443691253,8.240211214878162
El Salvador,SLV,2016,3875.847,99.9343982559113,0.399785429239273,8.26251949854734
El Salvador,SLV,2017,3954.84,99.5681205035071,0.3801330924034118,8.282695424263324
El Salvador,SLV,2018,4046.1628,99.3933710851106,0.3861057162284851,8.305524254189573
El Salvador,SLV,2019,4143.1143,97.7853617815316,0.3877876400947571,8.329203030400679
El Salvador,SLV,2021,4247.5474,100.927206906691,0.3901063203811645,8.354097012989412
El Salvador,SLV,2022,4355.961,99.3625376998894,0.3875299990177154,8.379300530844727
El Salvador,SLV,2023,4489.1777,98.2358035726418,0.398023784160614,8.40942482365226
Equatorial Guinea,GNQ,2022,5524.243,68.5406866141007,0.3854236304759979,8.616901503424076
Estonia,EST,1993,6706.56,78.4559085846739,0.3942733407020569,8.810841430846523
Estonia,EST,2003,12424.044,73.1248069989263,0.3719470798969269,9.42738890635477
Estonia,EST,2004,13348.528,72.8039098455676,0.33559250831604,9.49916139557679
Estonia,EST,2005,14703.618,71.2218439792826,0.3344676792621612,9.595848864932647
Estonia,EST,2006,16234.516,69.977377767845,0.3366765677928924,9.694894871958278
Estonia,EST,2007,17543.467,68.3068141683509,0.3117837905883789,9.772436908879266
Estonia,EST,2008,16688.998,71.7495755741558,0.3191497027873993,9.72250497890398
Estonia,EST,2009,14274.852,73.8774737057212,0.3144266605377197,9.566254666694633
Estonia,EST,2010,14657.939,71.9922022910959,0.3199983835220337,9.59273737892713
Estonia,EST,2011,15820.922,68.7386709849451,0.3248837888240814,9.66908852028079
Estonia,EST,2012,16460.684,69.2793858688101,0.329134851694107,9.708730028653205
Estonia,EST,2013,16809.533,70.482133206034,0.3507548868656158,9.72970144493407
Estonia,EST,2014,17413.688,69.8373726650555,0.3458777964115143,9.765011842609244
Estonia,EST,2015,17722.156,71.4962887093999,0.3266787528991699,9.78257088718672
Estonia,EST,2016,18264.988,71.7629520159103,0.3119467198848724,9.812741282234915
Estonia,EST,2017,19270.814,70.0862995447588,0.303542822599411,9.866347002342925
Estonia,EST,2018,19914.346,69.8338353290614,0.3032009899616241,9.899195655508349
Estonia,EST,2019,20579.875,69.9577512173951,0.3076534569263458,9.93206893551148
Estonia,EST,2020,19946.945,71.4296657032417,0.3073707222938537,9.9008312777599
Estonia,EST,2021,21570.666,70.2922550638783,0.3183395862579345,9.97908961512351
Estonia,EST,2022,21023.299,71.950090971506,0.3225240409374237,9.953386577882181
Estonia,EST,2023,20126.373,73.9383181393365,0.3070737719535827,9.909786323562125
Eswatini,SWZ,1994,2020.3848,,0.5871370434761047,7.611043267302877
Eswatini,SWZ,2000,2273.0469,,0.5311352014541626,7.728876457163652
Eswatini,SWZ,2009,2973.8345,,0.5144217014312744,7.997607476514007
Eswatini,SWZ,2016,3500.177,81.4268598409148,0.5457979440689087,8.160568817627384
Ethiopia,ETH,1995,232.23045,,0.4456357359886169,5.447730197616997
Ethiopia,ETH,1999,240.6047,,0.2997579574584961,5.483155337846873
Ethiopia,ETH,2004,267.92352,,0.2980685234069824,5.590701566649867
Ethiopia,ETH,2010,421.89862,,0.3317060172557831,6.0447650482076645
Ethiopia,ETH,2015,597.9121,80.2582239654207,0.3499312400817871,6.393443753179993
Ethiopia,ETH,2021,790.65704,81.0563436715961,0.3114179372787475,6.672864295995959
Fiji,FJI,2002,4086.1042,,0.3810205459594726,8.315347276765571
Fiji,FJI,2008,4240.7725,,0.4037558734416961,8.35250072502703
Fiji,FJI,2013,4630.351,,0.3669659793376922,8.440387954142057
